task,seed,epoch,acc_t1,acc_t3,gain_baseline,gain_a,gain_c1,gain_c2
static,14,0,0.22,0.225,0.0050000000000000044,0.0,0.010000000000000009,-0.07
static,14,10,0.23,0.225,-0.0050000000000000044,0.0,-0.0050000000000000044,-0.05500000000000002
static,14,25,0.205,0.22,0.015000000000000013,0.0,0.035,0.015000000000000013
static,14,50,0.19,0.21,0.01999999999999999,0.0,0.03,0.065
static,14,75,0.205,0.24,0.035,0.0,0.0,0.05500000000000002
static,14,100,0.235,0.25,0.015000000000000013,0.0,-0.01999999999999999,0.03500000000000003
static,14,150,0.245,0.27,0.025000000000000022,0.0,-0.014999999999999986,0.04999999999999999
static,14,200,0.255,0.29,0.034999999999999976,0.0,0.025000000000000022,0.06
static,14,300,0.38,0.465,0.08500000000000002,0.0,-0.020000000000000018,-0.030000000000000027
static,14,400,0.455,0.49,0.034999999999999976,0.0,-0.040000000000000036,-0.020000000000000018
static,14,500,0.475,0.535,0.06000000000000005,0.0,0.0,-0.044999999999999984
static,14,600,0.55,0.6,0.04999999999999993,0.0,-0.030000000000000027,-0.06500000000000006
static,14,700,0.61,0.64,0.030000000000000027,0.0,-0.05499999999999994,-0.11499999999999999
static,14,800,0.64,0.685,0.04500000000000004,0.0,-0.07500000000000007,-0.11499999999999999
static,14,900,0.67,0.735,0.06499999999999995,0.0,-0.09500000000000008,-0.13
static,14,1000,0.665,0.75,0.08499999999999996,0.0,-0.08000000000000007,-0.08000000000000007
static,15,0,0.145,0.14,-0.004999999999999977,0.0,-0.009999999999999981,0.04500000000000001
static,15,10,0.135,0.13,-0.0050000000000000044,0.0,-0.010000000000000009,0.04999999999999999
static,15,25,0.12,0.095,-0.024999999999999994,0.0,0.0050000000000000044,0.04500000000000001
static,15,50,0.135,0.14,0.0050000000000000044,0.0,0.035,0.095
static,15,75,0.115,0.175,0.059999999999999984,0.0,0.03499999999999999,0.11999999999999998
static,15,100,0.12,0.18,0.06,0.0,0.05499999999999999,0.11499999999999999
static,15,150,0.15,0.245,0.095,0.0,0.05499999999999999,0.09
static,15,200,0.19,0.28,0.09000000000000002,0.0,0.05499999999999999,0.04999999999999999
static,15,300,0.285,0.325,0.040000000000000036,0.0,0.025000000000000022,-0.03999999999999998
static,15,400,0.33,0.435,0.10499999999999998,0.0,0.07500000000000001,-0.065
static,15,500,0.405,0.52,0.11499999999999999,0.0,0.034999999999999976,-0.10000000000000003
static,15,600,0.45,0.585,0.13499999999999995,0.0,0.03999999999999998,-0.135
static,15,700,0.5,0.62,0.12,0.0,0.025000000000000022,-0.16999999999999998
static,15,800,0.575,0.645,0.07000000000000006,0.0,-0.03499999999999992,-0.23499999999999993
static,15,900,0.57,0.66,0.09000000000000008,0.0,-0.009999999999999898,-0.22499999999999998
static,15,1000,0.61,0.655,0.04500000000000004,0.0,-0.020000000000000018,-0.26
static,16,0,0.33,0.285,-0.04500000000000004,0.0,-0.0050000000000000044,-0.010000000000000009
static,16,10,0.365,0.285,-0.08000000000000002,0.0,-0.024999999999999967,-0.024999999999999967
static,16,25,0.395,0.335,-0.06,0.0,-0.015000000000000013,-0.04500000000000004
static,16,50,0.465,0.42,-0.04500000000000004,0.0,0.0,-0.04500000000000004
static,16,75,0.53,0.48,-0.050000000000000044,0.0,-0.015000000000000013,-0.07
static,16,100,0.55,0.525,-0.025000000000000022,0.0,-0.0050000000000000044,-0.06500000000000006
static,16,150,0.59,0.595,0.0050000000000000044,0.0,0.015000000000000013,-0.06499999999999995
static,16,200,0.64,0.645,0.0050000000000000044,0.0,-0.025000000000000022,-0.07999999999999996
static,16,300,0.71,0.735,0.025000000000000022,0.0,-0.04499999999999993,-0.09499999999999997
static,16,400,0.735,0.775,0.040000000000000036,0.0,-0.10499999999999998,-0.06499999999999995
static,16,500,0.77,0.785,0.015000000000000013,0.0,-0.125,-0.050000000000000044
static,16,600,0.765,0.785,0.020000000000000018,0.0,-0.15000000000000002,-0.0050000000000000044
static,16,700,0.785,0.785,0.0,0.0,-0.17500000000000004,0.0050000000000000044
static,16,800,0.795,0.805,0.010000000000000009,0.0,-0.17000000000000004,0.0
static,16,900,0.805,0.835,0.029999999999999916,0.0,-0.17000000000000004,0.009999999999999898
static,16,1000,0.8,0.84,0.039999999999999925,0.0,-0.17000000000000004,0.02499999999999991
static,17,0,0.11,0.095,-0.015,0.0,0.06000000000000001,-0.07
static,17,10,0.1,0.105,0.0049999999999999906,0.0,0.065,-0.060000000000000005
static,17,25,0.13,0.135,0.0050000000000000044,0.0,0.04999999999999999,-0.085
static,17,50,0.145,0.155,0.010000000000000009,0.0,0.06,-0.09499999999999999
static,17,75,0.15,0.175,0.024999999999999994,0.0,0.04500000000000001,-0.09
static,17,100,0.185,0.2,0.015000000000000013,0.0,0.04999999999999999,-0.09999999999999999
static,17,150,0.215,0.295,0.07999999999999999,0.0,0.04500000000000001,-0.12
static,17,200,0.365,0.405,0.040000000000000036,0.0,-0.015000000000000013,-0.22499999999999998
static,17,300,0.46,0.46,0.0,0.0,-0.020000000000000018,-0.19
static,17,400,0.51,0.49,-0.020000000000000018,0.0,-0.030000000000000027,-0.2
static,17,500,0.585,0.565,-0.020000000000000018,0.0,-0.08999999999999997,-0.22999999999999998
static,17,600,0.645,0.635,-0.010000000000000009,0.0,-0.16500000000000004,-0.21500000000000002
static,17,700,0.665,0.665,0.0,0.0,-0.16500000000000004,-0.21000000000000002
static,17,800,0.68,0.7,0.019999999999999907,0.0,-0.15000000000000002,-0.20500000000000007
static,17,900,0.69,0.705,0.015000000000000013,0.0,-0.1399999999999999,-0.17999999999999994
static,17,1000,0.68,0.735,0.05499999999999994,0.0,-0.13,-0.14
static,18,0,0.125,0.13,0.0050000000000000044,0.0,-0.0050000000000000044,0.024999999999999994
static,18,10,0.125,0.12,-0.0050000000000000044,0.0,0.0,-0.05
static,18,25,0.12,0.14,0.020000000000000018,0.0,0.0,-0.039999999999999994
static,18,50,0.155,0.17,0.015000000000000013,0.0,-0.01999999999999999,-0.035
static,18,75,0.21,0.22,0.010000000000000009,0.0,-0.03,-0.03999999999999998
static,18,100,0.26,0.23,-0.03,0.0,-0.03,-0.07500000000000001
static,18,150,0.3,0.275,-0.024999999999999967,0.0,-0.034999999999999976,-0.06
static,18,200,0.395,0.4,0.0050000000000000044,0.0,-0.030000000000000027,-0.10000000000000003
static,18,300,0.535,0.545,0.010000000000000009,0.0,0.0,-0.12500000000000006
static,18,400,0.585,0.61,0.025000000000000022,0.0,-0.020000000000000018,-0.06499999999999995
static,18,500,0.655,0.64,-0.015000000000000013,0.0,-0.06500000000000006,-0.020000000000000018
static,18,600,0.675,0.73,0.05499999999999994,0.0,-0.030000000000000027,0.039999999999999925
static,18,700,0.71,0.76,0.050000000000000044,0.0,-0.06999999999999995,0.010000000000000009
static,18,800,0.745,0.785,0.040000000000000036,0.0,-0.07999999999999996,0.010000000000000009
static,18,900,0.77,0.805,0.03500000000000003,0.0,-0.08999999999999997,0.0
static,18,1000,0.78,0.825,0.04499999999999993,0.0,-0.10499999999999998,0.020000000000000018
static,19,0,0.195,0.175,-0.020000000000000018,0.0,-0.0050000000000000044,-0.015000000000000013
static,19,10,0.195,0.18,-0.015000000000000013,0.0,-0.010000000000000009,-0.020000000000000018
static,19,25,0.195,0.18,-0.015000000000000013,0.0,-0.024999999999999994,-0.0050000000000000044
static,19,50,0.215,0.205,-0.010000000000000009,0.0,-0.024999999999999994,-0.010000000000000009
static,19,75,0.25,0.23,-0.01999999999999999,0.0,-0.024999999999999994,-0.015000000000000013
static,19,100,0.24,0.265,0.025000000000000022,0.0,-0.035,0.015000000000000013
static,19,150,0.32,0.34,0.020000000000000018,0.0,-0.065,-0.025000000000000022
static,19,200,0.39,0.39,0.0,0.0,-0.040000000000000036,-0.025000000000000022
static,19,300,0.5,0.565,0.06499999999999995,0.0,-0.025000000000000022,-0.125
static,19,400,0.58,0.625,0.04500000000000004,0.0,-0.08999999999999997,-0.15999999999999998
static,19,500,0.645,0.68,0.03500000000000003,0.0,-0.07500000000000007,-0.17000000000000004
static,19,600,0.71,0.705,-0.0050000000000000044,0.0,-0.11499999999999999,-0.18999999999999995
static,19,700,0.745,0.77,0.025000000000000022,0.0,-0.11499999999999999,-0.20999999999999996
static,19,800,0.79,0.805,0.015000000000000013,0.0,-0.16000000000000003,-0.21500000000000008
static,19,900,0.795,0.83,0.03499999999999992,0.0,-0.17000000000000004,-0.20500000000000007
static,19,1000,0.82,0.83,0.010000000000000009,0.0,-0.17999999999999994,-0.235
vn,0,0,0.255,0.25,-0.0050000000000000044,0.020000000000000018,0.0050000000000000044,0.05499999999999999
vn,0,10,0.265,0.275,0.010000000000000009,0.015000000000000013,0.0050000000000000044,0.07999999999999996
vn,0,25,0.28,0.3,0.019999999999999962,0.014999999999999958,-0.015000000000000013,0.06499999999999995
vn,0,50,0.32,0.365,0.044999999999999984,0.024999999999999967,0.0050000000000000044,0.02999999999999997
vn,0,75,0.345,0.41,0.065,0.03500000000000003,0.040000000000000036,0.0050000000000000044
vn,0,100,0.39,0.435,0.044999999999999984,0.02999999999999997,0.03999999999999998,-0.040000000000000036
vn,0,150,0.43,0.465,0.03500000000000003,0.08500000000000002,0.020000000000000018,-0.06
vn,0,200,0.465,0.515,0.04999999999999999,0.044999999999999984,-0.025000000000000022,-0.08500000000000002
vn,0,300,0.58,0.625,0.04500000000000004,-0.010000000000000009,-0.05499999999999994,-0.12999999999999995
vn,0,400,0.69,0.725,0.03500000000000003,-0.05999999999999994,-0.1349999999999999,-0.16499999999999992
vn,0,500,0.76,0.815,0.05499999999999994,-0.04500000000000004,-0.20499999999999996,-0.20499999999999996
vn,0,600,0.795,0.87,0.07499999999999996,-0.03500000000000003,-0.2300000000000001,-0.22000000000000008
vn,0,700,0.825,0.875,0.050000000000000044,-0.05999999999999994,-0.26,-0.20999999999999996
vn,0,800,0.805,0.935,0.13,-0.06000000000000005,-0.2400000000000001,-0.14500000000000002
vn,0,900,0.815,0.95,0.135,-0.04499999999999993,-0.24,-0.125
vn,0,1000,0.815,0.955,0.14,-0.03499999999999992,-0.25,-0.12
vn,1,0,0.22,0.21,-0.010000000000000009,0.0050000000000000044,-0.010000000000000009,0.0050000000000000044
vn,1,10,0.24,0.205,-0.035,0.010000000000000009,-0.01999999999999999,-0.024999999999999994
vn,1,25,0.265,0.245,-0.020000000000000018,-0.0050000000000000044,-0.030000000000000027,-0.04500000000000001
vn,1,50,0.345,0.305,-0.03999999999999998,-0.009999999999999953,-0.07499999999999996,-0.004999999999999949
vn,1,75,0.42,0.405,-0.014999999999999958,0.010000000000000009,-0.03999999999999998,-0.014999999999999958
vn,1,100,0.49,0.51,0.020000000000000018,-0.024999999999999967,-0.10499999999999998,-0.02999999999999997
vn,1,150,0.575,0.65,0.07500000000000007,-0.06499999999999995,-0.07999999999999996,-0.07499999999999996
vn,1,200,0.66,0.675,0.015000000000000013,-0.09000000000000008,-0.15500000000000003,-0.10499999999999998
vn,1,300,0.73,0.795,0.06500000000000006,-0.05999999999999994,-0.20499999999999996,-0.10999999999999999
vn,1,400,0.735,0.875,0.14,-0.040000000000000036,-0.19999999999999996,-0.06499999999999995
vn,1,500,0.74,0.9,0.16000000000000003,-0.040000000000000036,-0.21499999999999997,-0.030000000000000027
vn,1,600,0.76,0.94,0.17999999999999994,-0.06500000000000006,-0.24,-0.03500000000000003
vn,1,700,0.76,0.955,0.19499999999999995,-0.040000000000000036,-0.245,-0.025000000000000022
vn,1,800,0.76,0.955,0.19499999999999995,-0.03500000000000003,-0.22499999999999998,-0.010000000000000009
vn,1,900,0.765,0.96,0.19499999999999995,-0.04500000000000004,-0.22999999999999998,-0.0050000000000000044
vn,1,1000,0.77,0.97,0.19999999999999996,-0.040000000000000036,-0.22999999999999998,-0.0050000000000000044
vn,2,0,0.2,0.18,-0.020000000000000018,-0.015000000000000013,-0.010000000000000009,0.014999999999999986
vn,2,10,0.22,0.195,-0.024999999999999994,-0.024999999999999994,-0.024999999999999994,0.010000000000000009
vn,2,25,0.23,0.195,-0.035,-0.025000000000000022,-0.04500000000000001,0.01999999999999999
vn,2,50,0.245,0.24,-0.0050000000000000044,-0.014999999999999986,-0.01999999999999999,0.03500000000000003
vn,2,75,0.27,0.27,0.0,0.010000000000000009,-0.03500000000000003,0.07499999999999996
vn,2,100,0.32,0.345,0.024999999999999967,0.015000000000000013,-0.07,0.06
vn,2,150,0.5,0.445,-0.05499999999999999,-0.08000000000000002,-0.16499999999999998,-0.03999999999999998
vn,2,200,0.53,0.53,0.0,-0.07,-0.11500000000000005,0.04499999999999993
vn,2,300,0.525,0.65,0.125,-0.010000000000000009,-0.015000000000000013,0.12
vn,2,400,0.57,0.79,0.22000000000000008,-0.0050000000000000044,-0.04999999999999993,0.16000000000000003
vn,2,500,0.625,0.84,0.21499999999999997,-0.020000000000000018,-0.06499999999999995,0.16000000000000003
vn,2,600,0.66,0.895,0.235,-0.030000000000000027,-0.07000000000000006,0.14500000000000002
vn,2,700,0.705,0.93,0.2250000000000001,-0.039999999999999925,-0.11499999999999999,0.10999999999999999
vn,2,800,0.725,0.95,0.22499999999999998,-0.039999999999999925,-0.14,0.08999999999999997
vn,2,900,0.74,0.95,0.20999999999999996,-0.030000000000000027,-0.15000000000000002,0.09999999999999998
vn,2,1000,0.75,0.96,0.20999999999999996,-0.03500000000000003,-0.15500000000000003,0.09499999999999997
vn,3,0,0.28,0.18,-0.10000000000000003,-0.020000000000000018,-0.03500000000000003,-0.11500000000000002
vn,3,10,0.295,0.22,-0.07499999999999998,-0.034999999999999976,-0.02999999999999997,-0.145
vn,3,25,0.33,0.295,-0.03500000000000003,-0.04500000000000004,-0.05499999999999999,-0.17
vn,3,50,0.35,0.34,-0.009999999999999953,-0.04999999999999999,-0.065,-0.175
vn,3,75,0.365,0.345,-0.020000000000000018,-0.02999999999999997,-0.06,-0.16999999999999998
vn,3,100,0.375,0.37,-0.0050000000000000044,-0.030000000000000027,-0.04999999999999999,-0.17
vn,3,150,0.435,0.45,0.015000000000000013,-0.03999999999999998,-0.07,-0.18
vn,3,200,0.51,0.495,-0.015000000000000013,-0.040000000000000036,-0.135,-0.22500000000000003
vn,3,300,0.615,0.59,-0.025000000000000022,-0.050000000000000044,-0.16499999999999998,-0.25
vn,3,400,0.625,0.68,0.05500000000000005,-0.015000000000000013,-0.09999999999999998,-0.22999999999999998
vn,3,500,0.65,0.73,0.07999999999999996,0.0,-0.09499999999999997,-0.2
vn,3,600,0.665,0.755,0.08999999999999997,-0.010000000000000009,-0.07000000000000006,-0.18000000000000005
vn,3,700,0.695,0.76,0.06500000000000006,-0.0050000000000000044,-0.08499999999999996,-0.19999999999999996
vn,3,800,0.705,0.78,0.07500000000000007,0.020000000000000018,-0.06499999999999995,-0.20999999999999996
vn,3,900,0.73,0.815,0.08499999999999996,-0.0050000000000000044,-0.08499999999999996,-0.26
vn,3,1000,0.735,0.85,0.11499999999999999,-0.015000000000000013,-0.07499999999999996,-0.245
vn,4,0,0.1,0.125,0.024999999999999994,-0.020000000000000004,0.0049999999999999906,0.01999999999999999
vn,4,10,0.105,0.15,0.045,-0.009999999999999995,0.015,0.03500000000000002
vn,4,25,0.115,0.155,0.039999999999999994,0.009999999999999995,0.03499999999999999,0.045
vn,4,50,0.13,0.225,0.095,0.04999999999999999,0.06,0.08499999999999999
vn,4,75,0.16,0.305,0.145,0.07,0.065,0.1
vn,4,100,0.215,0.36,0.145,0.060000000000000026,0.035,0.06999999999999998
vn,4,150,0.345,0.475,0.13,0.025000000000000022,-0.024999999999999967,-0.014999999999999958
vn,4,200,0.455,0.535,0.08000000000000002,0.019999999999999962,-0.06,-0.07500000000000001
vn,4,300,0.605,0.625,0.020000000000000018,0.0050000000000000044,-0.07999999999999996,-0.14499999999999996
vn,4,400,0.68,0.72,0.039999999999999925,0.009999999999999898,-0.13,-0.16000000000000003
vn,4,500,0.695,0.76,0.06500000000000006,0.07000000000000006,-0.05999999999999994,-0.1449999999999999
vn,4,600,0.715,0.885,0.17000000000000004,0.04500000000000004,-0.039999999999999925,-0.07999999999999996
vn,4,700,0.73,0.9,0.17000000000000004,0.015000000000000013,-0.0050000000000000044,-0.04999999999999993
vn,4,800,0.74,0.93,0.19000000000000006,-0.0050000000000000044,-0.025000000000000022,-0.04500000000000004
vn,4,900,0.745,0.945,0.19999999999999996,0.010000000000000009,-0.015000000000000013,-0.03500000000000003
vn,4,1000,0.755,0.965,0.20999999999999996,0.0050000000000000044,-0.015000000000000013,-0.030000000000000027
vn,5,0,0.24,0.18,-0.06,0.025000000000000022,0.010000000000000009,0.04999999999999999
vn,5,10,0.285,0.24,-0.044999999999999984,0.015000000000000013,-0.019999999999999962,0.015000000000000013
vn,5,25,0.345,0.27,-0.07499999999999996,0.020000000000000018,-0.034999999999999976,-0.014999999999999958
vn,5,50,0.4,0.335,-0.065,0.024999999999999967,-0.030000000000000027,0.0
vn,5,75,0.455,0.38,-0.07500000000000001,0.014999999999999958,-0.04999999999999999,-0.0050000000000000044
vn,5,100,0.47,0.42,-0.04999999999999999,0.020000000000000018,-0.03999999999999998,0.030000000000000027
vn,5,150,0.47,0.475,0.0050000000000000044,0.015000000000000013,-0.009999999999999953,0.09999999999999998
vn,5,200,0.475,0.52,0.04500000000000004,0.020000000000000018,0.010000000000000009,0.125
vn,5,300,0.51,0.585,0.07499999999999996,0.015000000000000013,0.015000000000000013,0.14
vn,5,400,0.535,0.655,0.12,0.05999999999999994,0.04999999999999993,0.15499999999999992
vn,5,500,0.62,0.79,0.17000000000000004,0.11499999999999999,0.030000000000000027,0.13
vn,5,600,0.665,0.85,0.18499999999999994,0.09499999999999997,-0.030000000000000027,0.18999999999999995
vn,5,700,0.645,0.925,0.28,0.09499999999999997,-0.0050000000000000044,0.21499999999999997
vn,5,800,0.64,0.945,0.30499999999999994,0.11499999999999999,-0.025000000000000022,0.21499999999999997
vn,5,900,0.64,0.95,0.30999999999999994,0.12,-0.020000000000000018,0.19999999999999996
vn,5,1000,0.645,0.96,0.31499999999999995,0.10999999999999999,-0.030000000000000027,0.19499999999999995
vn,6,0,0.24,0.205,-0.035,0.0050000000000000044,0.0,-0.035
vn,6,10,0.24,0.215,-0.024999999999999994,0.015000000000000013,0.010000000000000009,-0.03999999999999998
vn,6,25,0.25,0.235,-0.015000000000000013,0.0050000000000000044,-0.015000000000000013,-0.04500000000000001
vn,6,50,0.3,0.31,0.010000000000000009,-0.024999999999999967,0.0050000000000000044,-0.06
vn,6,75,0.33,0.34,0.010000000000000009,-0.015000000000000013,-0.0050000000000000044,-0.10500000000000001
vn,6,100,0.335,0.35,0.014999999999999958,0.0050000000000000044,0.0,-0.10500000000000001
vn,6,150,0.345,0.39,0.04500000000000004,0.030000000000000027,0.030000000000000027,-0.06
vn,6,200,0.38,0.41,0.02999999999999997,0.020000000000000018,0.0050000000000000044,-0.08000000000000002
vn,6,300,0.42,0.485,0.065,0.040000000000000036,0.0050000000000000044,-0.09999999999999998
vn,6,400,0.475,0.545,0.07000000000000006,0.04500000000000004,0.0,-0.13499999999999995
vn,6,500,0.5,0.58,0.07999999999999996,0.07499999999999996,-0.015000000000000013,-0.15000000000000002
vn,6,600,0.56,0.7,0.1399999999999999,0.04499999999999993,-0.05500000000000005,-0.12000000000000005
vn,6,700,0.59,0.795,0.20500000000000007,0.040000000000000036,-0.04999999999999993,-0.07999999999999996
vn,6,800,0.59,0.825,0.235,0.07500000000000007,-0.025000000000000022,-0.029999999999999916
vn,6,900,0.625,0.855,0.22999999999999998,0.06999999999999995,-0.06999999999999995,-0.03500000000000003
vn,6,1000,0.63,0.885,0.255,0.030000000000000027,-0.07499999999999996,-0.010000000000000009
vn,7,0,0.31,0.285,-0.025000000000000022,-0.020000000000000018,-0.020000000000000018,-0.04999999999999999
vn,7,10,0.34,0.31,-0.030000000000000027,-0.025000000000000022,0.004999999999999949,-0.065
vn,7,25,0.385,0.36,-0.025000000000000022,-0.044999999999999984,0.0,-0.08500000000000002
vn,7,50,0.435,0.395,-0.03999999999999998,-0.04999999999999999,-0.034999999999999976,-0.07
vn,7,75,0.46,0.42,-0.040000000000000036,-0.050000000000000044,-0.020000000000000018,-0.07
