seed_model,group,seed_ablation,noise_level,acc_t1,acc_t2,acc_t3,gain,ece,r_norm,delta_norm
13,Baseline,0,0.4,0.785000,0.900000,0.960000,0.175000,0.131408,3.351636,3.267771
13,A,0,0.4,0.785000,0.780000,0.805000,0.020000,0.134139,0.000000,2.826597
13,C1,avg30,0.4,0.785000,,0.590667,-0.194333,,,
13,C2,0,0.4,0.785000,0.695000,0.645000,-0.140000,0.105256,2.618106,3.304009
13,Baseline,0,0.5,0.715000,0.825000,0.890000,0.175000,0.098377,3.336533,3.572261
13,A,0,0.5,0.715000,0.725000,0.750000,0.035000,0.090962,0.000000,3.467180
13,C1,avg30,0.5,0.715000,,0.565000,-0.150000,,,
13,C2,0,0.5,0.715000,0.665000,0.615000,-0.100000,0.125566,2.602955,3.802901
13,Baseline,0,0.6,0.665000,0.780000,0.845000,0.180000,0.086777,3.327548,3.942745
13,A,0,0.6,0.665000,0.675000,0.670000,0.005000,0.054850,0.000000,4.077260
13,C1,avg30,0.6,0.665000,,0.537000,-0.128000,,,
13,C2,0,0.6,0.665000,0.650000,0.580000,-0.085000,0.159762,2.600226,4.316024
13,Baseline,0,0.7,0.620000,0.735000,0.755000,0.135000,0.042224,3.324244,4.356948
13,A,0,0.7,0.620000,0.635000,0.620000,0.000000,0.060321,0.000000,4.668215
13,C1,avg30,0.7,0.620000,,0.500333,-0.119667,,,
13,C2,0,0.7,0.620000,0.655000,0.575000,-0.045000,0.166924,2.614960,4.840309
13,Baseline,0,0.8,0.570000,0.660000,0.675000,0.105000,0.100903,3.328913,4.826246
13,A,0,0.8,0.570000,0.605000,0.560000,-0.010000,0.129265,0.000000,5.233944
13,C1,avg30,0.8,0.570000,,0.471833,-0.098167,,,
13,C2,0,0.8,0.570000,0.620000,0.565000,-0.005000,0.195173,2.643248,5.367134
13,Baseline,0,0.9,0.530000,0.620000,0.620000,0.090000,0.161023,3.340189,5.324922
13,A,0,0.9,0.530000,0.570000,0.525000,-0.005000,0.169202,0.000000,5.783799
13,C1,avg30,0.9,0.530000,,0.448833,-0.081167,,,
13,C2,0,0.9,0.530000,0.580000,0.530000,0.000000,0.214603,2.676487,5.902240
13,Baseline,0,1.0,0.500000,0.580000,0.615000,0.115000,0.163157,3.357507,5.824956
13,A,0,1.0,0.500000,0.545000,0.490000,-0.010000,0.209354,0.000000,6.327880
13,C1,avg30,1.0,0.500000,,0.429333,-0.070667,,,
13,C2,0,1.0,0.500000,0.560000,0.510000,0.010000,0.245371,2.707408,6.445647
14,Baseline,0,0.0,0.790000,0.845000,1.000000,0.210000,0.149461,3.702821,3.626670
14,A,0,0.0,0.790000,0.790000,0.790000,0.000000,0.458721,0.000000,0.000000
14,C1,avg30,0.0,0.790000,,0.609333,-0.180667,,,
14,C2,0,0.0,0.790000,0.845000,0.845000,0.055000,0.329222,2.208731,1.205040
14,Baseline,0,0.1,0.765000,0.910000,0.960000,0.195000,0.135150,3.703161,3.635737
14,A,0,0.1,0.765000,0.755000,0.770000,0.005000,0.343646,0.000000,0.507919
14,C1,avg30,0.1,0.765000,,0.605667,-0.159333,,,
14,C2,0,0.1,0.765000,0.815000,0.805000,0.040000,0.221702,2.233515,1.278386
14,Baseline,0,0.2,0.725000,0.905000,0.935000,0.210000,0.127716,3.679507,3.704636
14,A,0,0.2,0.725000,0.715000,0.710000,-0.015000,0.153065,0.000000,1.005359
14,C1,avg30,0.2,0.725000,,0.580667,-0.144333,,,
14,C2,0,0.2,0.725000,0.750000,0.730000,0.005000,0.143140,2.288707,1.535828
14,Baseline,0,0.3,0.700000,0.890000,0.925000,0.225000,0.110848,3.634314,3.772590
14,A,0,0.3,0.700000,0.660000,0.690000,-0.010000,0.113110,0.000000,1.505289
14,C1,avg30,0.3,0.700000,,0.552500,-0.147500,,,
14,C2,0,0.3,0.700000,0.670000,0.710000,0.010000,0.120326,2.356852,1.901779
14,Baseline,0,0.4,0.670000,0.870000,0.910000,0.240000,0.111460,3.579358,3.916555
14,A,0,0.4,0.670000,0.620000,0.630000,-0.040000,0.063149,0.000000,2.004658
14,C1,avg30,0.4,0.670000,,0.527167,-0.142833,,,
14,C2,0,0.4,0.670000,0.575000,0.635000,-0.035000,0.083366,2.424724,2.286579
14,Baseline,0,0.5,0.625000,0.790000,0.875000,0.250000,0.098349,3.540844,4.038683
14,A,0,0.5,0.625000,0.545000,0.575000,-0.050000,0.077591,0.000000,2.480876
14,C1,avg30,0.5,0.625000,,0.501333,-0.123667,,,
14,C2,0,0.5,0.625000,0.535000,0.595000,-0.030000,0.052899,2.500310,2.723151
14,Baseline,0,0.6,0.580000,0.735000,0.825000,0.245000,0.070930,3.549051,4.170041
14,A,0,0.6,0.580000,0.520000,0.535000,-0.045000,0.101922,0.000000,2.938330
14,C1,avg30,0.6,0.580000,,0.478833,-0.101167,,,
14,C2,0,0.6,0.580000,0.490000,0.535000,-0.045000,0.083925,2.571926,3.178248
14,Baseline,0,0.7,0.535000,0.665000,0.765000,0.230000,0.049535,3.580844,4.350390
14,A,0,0.7,0.535000,0.490000,0.510000,-0.025000,0.128033,0.000000,3.385983
14,C1,avg30,0.7,0.535000,,0.451167,-0.083833,,,
14,C2,0,0.7,0.535000,0.465000,0.490000,-0.045000,0.147433,2.652575,3.619281
14,Baseline,0,0.8,0.510000,0.625000,0.700000,0.190000,0.048374,3.625768,4.588197
14,A,0,0.8,0.510000,0.450000,0.480000,-0.030000,0.165360,0.000000,3.820167
14,C1,avg30,0.8,0.510000,,0.430500,-0.079500,,,
14,C2,0,0.8,0.510000,0.430000,0.450000,-0.060000,0.215355,2.740454,4.049749
14,Baseline,0,0.9,0.490000,0.580000,0.630000,0.140000,0.125358,3.684581,4.883481
14,A,0,0.9,0.490000,0.425000,0.465000,-0.025000,0.190290,0.000000,4.248879
14,C1,avg30,0.9,0.490000,,0.414500,-0.075500,,,
14,C2,0,0.9,0.490000,0.415000,0.430000,-0.060000,0.252446,2.826001,4.475271
14,Baseline,0,1.0,0.470000,0.545000,0.595000,0.125000,0.156522,3.736670,5.196422
14,A,0,1.0,0.470000,0.395000,0.445000,-0.025000,0.222386,0.000000,4.675198
14,C1,avg30,1.0,0.470000,,0.399500,-0.070500,,,
14,C2,0,1.0,0.470000,0.385000,0.415000,-0.055000,0.289097,2.910250,4.899819
15,Baseline,0,0.0,0.595000,0.785000,0.785000,0.190000,0.285385,1.876395,0.678770
15,A,0,0.0,0.595000,0.595000,0.595000,0.000000,0.212507,0.000000,0.000000
15,C1,avg30,0.0,0.595000,,0.742833,0.147833,,,
15,C2,0,0.0,0.595000,0.555000,0.350000,-0.245000,0.409035,3.130193,1.709772
15,Baseline,0,0.1,0.650000,0.815000,0.820000,0.170000,0.252533,1.875791,0.785332
15,A,0,0.1,0.650000,0.640000,0.650000,0.000000,0.249906,0.000000,0.352934
15,C1,avg30,0.1,0.650000,,0.739000,0.089000,,,
15,C2,0,0.1,0.650000,0.500000,0.350000,-0.300000,0.398311,3.136129,1.738858
15,Baseline,0,0.2,0.705000,0.860000,0.860000,0.155000,0.233206,1.892282,1.004060
15,A,0,0.2,0.705000,0.655000,0.675000,-0.030000,0.186679,0.000000,0.722843
15,C1,avg30,0.2,0.705000,,0.734167,0.029167,,,
15,C2,0,0.2,0.705000,0.505000,0.395000,-0.310000,0.316484,3.149015,1.852420
15,Baseline,0,0.3,0.705000,0.830000,0.855000,0.150000,0.228663,1.921471,1.263492
15,A,0,0.3,0.705000,0.660000,0.680000,-0.025000,0.199849,0.000000,1.097980
15,C1,avg30,0.3,0.705000,,0.712667,0.007667,,,
15,C2,0,0.3,0.705000,0.545000,0.425000,-0.280000,0.242536,3.171911,2.035059
15,Baseline,0,0.4,0.670000,0.785000,0.845000,0.175000,0.224094,1.966886,1.547023
15,A,0,0.4,0.670000,0.645000,0.650000,-0.020000,0.133588,0.000000,1.480986
15,C1,avg30,0.4,0.670000,,0.672000,0.002000,,,
15,C2,0,0.4,0.670000,0.535000,0.435000,-0.235000,0.208469,3.194442,2.255249
15,Baseline,0,0.5,0.585000,0.750000,0.760000,0.175000,0.145619,2.020892,1.845902
15,A,0,0.5,0.585000,0.600000,0.620000,0.035000,0.133561,0.000000,1.858498
15,C1,avg30,0.5,0.585000,,0.627333,0.042333,,,
15,C2,0,0.5,0.585000,0.515000,0.465000,-0.120000,0.179901,3.221831,2.532029
15,Baseline,0,0.6,0.550000,0.675000,0.710000,0.160000,0.098233,2.081472,2.153689
15,A,0,0.6,0.550000,0.525000,0.585000,0.035000,0.125657,0.000000,2.233391
15,C1,avg30,0.6,0.550000,,0.592333,0.042333,,,
15,C2,0,0.6,0.550000,0.505000,0.455000,-0.095000,0.189115,3.251162,2.834740
15,Baseline,0,0.7,0.510000,0.645000,0.680000,0.170000,0.102402,2.161777,2.473048
15,A,0,0.7,0.510000,0.500000,0.535000,0.025000,0.109666,0.000000,2.598181
15,C1,avg30,0.7,0.510000,,0.555000,0.045000,,,
15,C2,0,0.7,0.510000,0.485000,0.455000,-0.055000,0.186624,3.296141,3.144470
15,Baseline,0,0.8,0.485000,0.610000,0.605000,0.120000,0.073440,2.254045,2.797634
15,A,0,0.8,0.485000,0.480000,0.500000,0.015000,0.110341,0.000000,2.950960
15,C1,avg30,0.8,0.485000,,0.525333,0.040333,,,
15,C2,0,0.8,0.485000,0.470000,0.465000,-0.020000,0.203207,3.332037,3.451116
15,Baseline,0,0.9,0.465000,0.555000,0.560000,0.095000,0.101070,2.346599,3.126243
15,A,0,0.9,0.465000,0.455000,0.480000,0.015000,0.118845,0.000000,3.295456
15,C1,avg30,0.9,0.465000,,0.490000,0.025000,,,
15,C2,0,0.9,0.465000,0.460000,0.445000,-0.020000,0.223462,3.364342,3.764377
15,Baseline,0,1.0,0.430000,0.500000,0.540000,0.110000,0.117441,2.435452,3.455182
15,A,0,1.0,0.430000,0.440000,0.460000,0.030000,0.149376,0.000000,3.633732
15,C1,avg30,1.0,0.430000,,0.457833,0.027833,,,
15,C2,0,1.0,0.430000,0.450000,0.440000,0.010000,0.224328,3.395762,4.080494
16,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.048102,3.278666,2.105615
16,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.186492,0.000000,0.000000
16,C1,avg30,0.0,1.000000,,0.741667,-0.258333,,,
16,C2,0,0.0,1.000000,1.000000,0.795000,-0.205000,0.148739,3.015756,1.832974
16,Baseline,0,0.1,1.000000,1.000000,1.000000,0.000000,0.054178,3.261017,2.195775
16,A,0,0.1,1.000000,1.000000,1.000000,0.000000,0.194195,0.000000,0.661193
16,C1,avg30,0.1,1.000000,,0.741000,-0.259000,,,
16,C2,0,0.1,1.000000,0.990000,0.795000,-0.205000,0.150343,2.987122,1.962627
16,Baseline,0,0.2,0.995000,1.000000,1.000000,0.005000,0.064543,3.228601,2.426363
16,A,0,0.2,0.995000,0.985000,0.990000,-0.005000,0.204360,0.000000,1.309967
16,C1,avg30,0.2,0.995000,,0.734500,-0.260500,,,
16,C2,0,0.2,0.995000,0.965000,0.800000,-0.195000,0.125909,2.943993,2.253871
16,Baseline,0,0.3,0.925000,0.990000,0.995000,0.070000,0.073135,3.185961,2.721134
16,A,0,0.3,0.925000,0.955000,0.945000,0.020000,0.188647,0.000000,1.956805
16,C1,avg30,0.3,0.925000,,0.720333,-0.204667,,,
16,C2,0,0.3,0.925000,0.925000,0.815000,-0.110000,0.066749,2.890026,2.664754
16,Baseline,0,0.4,0.850000,0.975000,0.985000,0.135000,0.083781,3.135674,3.057700
16,A,0,0.4,0.850000,0.880000,0.880000,0.030000,0.144782,0.000000,2.585245
16,C1,avg30,0.4,0.850000,,0.693667,-0.156333,,,
16,C2,0,0.4,0.850000,0.885000,0.825000,-0.025000,0.050074,2.852946,3.126821
16,Baseline,0,0.5,0.825000,0.880000,0.925000,0.100000,0.056835,3.082101,3.448436
16,A,0,0.5,0.825000,0.810000,0.825000,0.000000,0.110185,0.000000,3.200059
16,C1,avg30,0.5,0.825000,,0.660333,-0.164667,,,
16,C2,0,0.5,0.825000,0.795000,0.810000,-0.015000,0.074201,2.835959,3.662298
16,Baseline,0,0.6,0.750000,0.805000,0.875000,0.125000,0.032773,3.036541,3.872660
16,A,0,0.6,0.750000,0.740000,0.770000,0.020000,0.073443,0.000000,3.805970
16,C1,avg30,0.6,0.750000,,0.623333,-0.126667,,,
16,C2,0,0.6,0.750000,0.740000,0.770000,0.020000,0.063812,2.833270,4.191913
16,Baseline,0,0.7,0.690000,0.750000,0.830000,0.140000,0.056276,2.998855,4.304564
16,A,0,0.7,0.690000,0.665000,0.680000,-0.010000,0.073332,0.000000,4.388759
16,C1,avg30,0.7,0.690000,,0.582667,-0.107333,,,
16,C2,0,0.7,0.690000,0.670000,0.715000,0.025000,0.066716,2.832602,4.692204
16,Baseline,0,0.8,0.630000,0.700000,0.775000,0.145000,0.053221,2.971458,4.758121
16,A,0,0.8,0.630000,0.610000,0.625000,-0.005000,0.117622,0.000000,4.959772
16,C1,avg30,0.8,0.630000,,0.546833,-0.083167,,,
16,C2,0,0.8,0.630000,0.610000,0.655000,0.025000,0.159652,2.836894,5.183186
16,Baseline,0,0.9,0.600000,0.650000,0.710000,0.110000,0.107012,2.961069,5.238584
16,A,0,0.9,0.600000,0.555000,0.565000,-0.035000,0.176039,0.000000,5.518474
16,C1,avg30,0.9,0.600000,,0.514333,-0.085667,,,
16,C2,0,0.9,0.600000,0.555000,0.595000,-0.005000,0.170212,2.850762,5.683476
16,Baseline,0,1.0,0.560000,0.600000,0.655000,0.095000,0.147967,2.971094,5.733840
16,A,0,1.0,0.560000,0.505000,0.525000,-0.035000,0.210672,0.000000,6.069880
16,C1,avg30,1.0,0.560000,,0.490833,-0.069167,,,
16,C2,0,1.0,0.560000,0.540000,0.575000,0.015000,0.193951,2.888107,6.191392
17,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.114829,3.048593,1.794419
17,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.254292,0.000000,0.000000
17,C1,avg30,0.0,1.000000,,0.687000,-0.313000,,,
17,C2,0,0.0,1.000000,1.000000,1.000000,0.000000,0.243980,2.992797,2.137374
17,Baseline,0,0.1,1.000000,0.960000,1.000000,0.000000,0.121097,3.021820,1.988565
17,A,0,0.1,1.000000,1.000000,1.000000,0.000000,0.262192,0.000000,0.633459
17,C1,avg30,0.1,1.000000,,0.693833,-0.306167,,,
17,C2,0,0.1,1.000000,0.915000,0.900000,-0.100000,0.138311,2.988781,2.299396
17,Baseline,0,0.2,0.965000,0.960000,0.940000,-0.025000,0.071381,2.957997,2.356714
17,A,0,0.2,0.965000,0.990000,0.985000,0.020000,0.278428,0.000000,1.287172
17,C1,avg30,0.2,0.965000,,0.677500,-0.287500,,,
17,C2,0,0.2,0.965000,0.880000,0.905000,-0.060000,0.136170,2.962436,2.604006
17,Baseline,0,0.3,0.905000,0.920000,0.930000,0.025000,0.091385,2.877441,2.740036
17,A,0,0.3,0.905000,0.925000,0.920000,0.015000,0.232743,0.000000,1.961259
17,C1,avg30,0.3,0.905000,,0.653833,-0.251167,,,
17,C2,0,0.3,0.905000,0.845000,0.855000,-0.050000,0.096386,2.916963,2.971344
17,Baseline,0,0.4,0.785000,0.880000,0.905000,0.120000,0.075354,2.828879,3.133320
17,A,0,0.4,0.785000,0.825000,0.870000,0.085000,0.206862,0.000000,2.621703
17,C1,avg30,0.4,0.785000,,0.619333,-0.165667,,,
17,C2,0,0.4,0.785000,0.770000,0.800000,0.015000,0.065805,2.885870,3.419166
17,Baseline,0,0.5,0.695000,0.810000,0.875000,0.180000,0.060951,2.804787,3.555666
17,A,0,0.5,0.695000,0.750000,0.775000,0.080000,0.122920,0.000000,3.260266
17,C1,avg30,0.5,0.695000,,0.585333,-0.109667,,,
17,C2,0,0.5,0.695000,0.715000,0.750000,0.055000,0.042575,2.870708,3.886298
17,Baseline,0,0.6,0.630000,0.725000,0.805000,0.175000,0.026360,2.801249,4.007998
17,A,0,0.6,0.630000,0.690000,0.685000,0.055000,0.054353,0.000000,3.870817
17,C1,avg30,0.6,0.630000,,0.557833,-0.072167,,,
17,C2,0,0.6,0.630000,0.680000,0.715000,0.085000,0.056601,2.879913,4.393431
17,Baseline,0,0.7,0.565000,0.665000,0.735000,0.170000,0.035663,2.813900,4.466041
17,A,0,0.7,0.565000,0.640000,0.625000,0.060000,0.048614,0.000000,4.467788
17,C1,avg30,0.7,0.565000,,0.531500,-0.033500,,,
17,C2,0,0.7,0.565000,0.635000,0.655000,0.090000,0.094616,2.895902,4.882370
17,Baseline,0,0.8,0.525000,0.625000,0.700000,0.175000,0.120199,2.840186,4.940842
17,A,0,0.8,0.525000,0.570000,0.600000,0.075000,0.090676,0.000000,5.049004
17,C1,avg30,0.8,0.525000,,0.502833,-0.022167,,,
17,C2,0,0.8,0.525000,0.605000,0.620000,0.095000,0.116372,2.911302,5.362190
17,Baseline,0,0.9,0.465000,0.570000,0.640000,0.175000,0.133484,2.877014,5.423393
17,A,0,0.9,0.465000,0.525000,0.525000,0.060000,0.145417,0.000000,5.626752
17,C1,avg30,0.9,0.465000,,0.479333,0.014333,,,
17,C2,0,0.9,0.465000,0.570000,0.565000,0.100000,0.189791,2.924572,5.835014
17,Baseline,0,1.0,0.415000,0.535000,0.605000,0.190000,0.174552,2.912529,5.901250
17,A,0,1.0,0.415000,0.490000,0.490000,0.075000,0.195512,0.000000,6.194331
17,C1,avg30,1.0,0.415000,,0.454500,0.039500,,,
17,C2,0,1.0,0.415000,0.540000,0.500000,0.085000,0.219034,2.942737,6.297475
18,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.113588,3.214990,2.552174
18,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.251727,0.000000,0.000000
18,C1,avg30,0.0,1.000000,,0.755167,-0.244833,,,
18,C2,0,0.0,1.000000,1.000000,1.000000,0.000000,0.208212,2.818269,2.018066
18,Baseline,0,0.1,1.000000,1.000000,1.000000,0.000000,0.117638,3.207815,2.684280
18,A,0,0.1,1.000000,1.000000,1.000000,0.000000,0.262439,0.000000,0.737097
18,C1,avg30,0.1,1.000000,,0.747167,-0.252833,,,
18,C2,0,0.1,1.000000,1.000000,1.000000,0.000000,0.216531,2.819327,2.312849
18,Baseline,0,0.2,1.000000,1.000000,1.000000,0.000000,0.129688,3.196576,2.965242
18,A,0,0.2,1.000000,1.000000,0.995000,-0.005000,0.289791,0.000000,1.470972
18,C1,avg30,0.2,1.000000,,0.726833,-0.273167,,,
18,C2,0,0.2,1.000000,0.995000,0.995000,-0.005000,0.233202,2.791576,2.808020
18,Baseline,0,0.3,0.985000,0.990000,0.995000,0.010000,0.148369,3.190023,3.303641
18,A,0,0.3,0.985000,0.975000,0.955000,-0.030000,0.288522,0.000000,2.168645
18,C1,avg30,0.3,0.985000,,0.689667,-0.295333,,,
18,C2,0,0.3,0.985000,0.935000,0.955000,-0.030000,0.219744,2.730908,3.330826
18,Baseline,0,0.4,0.875000,0.935000,0.965000,0.090000,0.149800,3.201724,3.712689
18,A,0,0.4,0.875000,0.905000,0.885000,0.010000,0.246209,0.000000,2.828319
18,C1,avg30,0.4,0.875000,,0.643000,-0.232000,,,
18,C2,0,0.4,0.875000,0.875000,0.885000,0.010000,0.186015,2.676319,3.907588
18,Baseline,0,0.5,0.785000,0.890000,0.910000,0.125000,0.126089,3.219778,4.124411
18,A,0,0.5,0.785000,0.825000,0.765000,-0.020000,0.169115,0.000000,3.464373
18,C1,avg30,0.5,0.785000,,0.592833,-0.192167,,,
18,C2,0,0.5,0.785000,0.785000,0.825000,0.040000,0.135235,2.648528,4.515226
18,Baseline,0,0.6,0.720000,0.800000,0.825000,0.105000,0.072710,3.251466,4.545324
18,A,0,0.6,0.720000,0.725000,0.675000,-0.045000,0.104176,0.000000,4.072686
18,C1,avg30,0.6,0.720000,,0.547833,-0.172167,,,
18,C2,0,0.6,0.720000,0.715000,0.730000,0.010000,0.059470,2.649384,5.100383
18,Baseline,0,0.7,0.665000,0.760000,0.735000,0.070000,0.032070,3.298264,4.996611
18,A,0,0.7,0.665000,0.665000,0.625000,-0.040000,0.026463,0.000000,4.665357
18,C1,avg30,0.7,0.665000,,0.507667,-0.157333,,,
18,C2,0,0.7,0.665000,0.640000,0.650000,-0.015000,0.059834,2.670948,5.672065
18,Baseline,0,0.8,0.605000,0.675000,0.655000,0.050000,0.082645,3.356371,5.478443
18,A,0,0.8,0.605000,0.630000,0.570000,-0.035000,0.097496,0.000000,5.242820
18,C1,avg30,0.8,0.605000,,0.472667,-0.132333,,,
18,C2,0,0.8,0.605000,0.590000,0.605000,0.000000,0.091976,2.711665,6.250217
18,Baseline,0,0.9,0.555000,0.615000,0.590000,0.035000,0.138113,3.417093,5.983742
18,A,0,0.9,0.555000,0.580000,0.520000,-0.035000,0.131845,0.000000,5.807197
18,C1,avg30,0.9,0.555000,,0.450833,-0.104167,,,
18,C2,0,0.9,0.555000,0.560000,0.575000,0.020000,0.177207,2.766563,6.815221
18,Baseline,0,1.0,0.510000,0.535000,0.540000,0.030000,0.198678,3.482206,6.507504
18,A,0,1.0,0.510000,0.535000,0.495000,-0.015000,0.167512,0.000000,6.366456
18,C1,avg30,1.0,0.510000,,0.431167,-0.078833,,,
18,C2,0,1.0,0.510000,0.520000,0.520000,0.010000,0.196685,2.826652,7.377544
19,Baseline,0,0.0,1.000000,1.000000,1.000000,0.000000,0.101501,3.534268,2.580519
19,A,0,0.0,1.000000,1.000000,1.000000,0.000000,0.266303,0.000000,0.000000
19,C1,avg30,0.0,1.000000,,0.655500,-0.344500,,,
19,C2,0,0.0,1.000000,0.815000,0.600000,-0.400000,0.375237,2.970939,1.867117
19,Baseline,0,0.1,1.000000,1.000000,1.000000,0.000000,0.103921,3.508130,2.596985
19,A,0,0.1,1.000000,1.000000,1.000000,0.000000,0.270928,0.000000,0.554820
19,C1,avg30,0.1,1.000000,,0.646167,-0.353833,,,
19,C2,0,0.1,1.000000,0.820000,0.600000,-0.400000,0.184875,2.958923,1.969480
19,Baseline,0,0.2,0.990000,0.995000,1.000000,0.010000,0.109293,3.434236,2.668754
19,A,0,0.2,0.990000,0.990000,0.980000,-0.010000,0.266640,0.000000,1.085682
19,C1,avg30,0.2,0.990000,,0.635667,-0.354333,,,
19,C2,0,0.2,0.990000,0.805000,0.610000,-0.380000,0.166316,2.929700,2.207225
19,Baseline,0,0.3,0.950000,0.980000,0.975000,0.025000,0.092594,3.344194,2.802724
19,A,0,0.3,0.950000,0.975000,0.955000,0.005000,0.269019,0.000000,1.642724
19,C1,avg30,0.3,0.950000,,0.620333,-0.329667,,,
19,C2,0,0.3,0.950000,0.755000,0.605000,-0.345000,0.107191,2.891578,2.552863
19,Baseline,0,0.4,0.880000,0.925000,0.955000,0.075000,0.081918,3.265417,2.974479
19,A,0,0.4,0.880000,0.885000,0.885000,0.005000,0.216893,0.000000,2.209720
19,C1,avg30,0.4,0.880000,,0.593667,-0.286333,,,
19,C2,0,0.4,0.880000,0.690000,0.600000,-0.280000,0.123610,2.856497,2.998885
19,Baseline,0,0.5,0.765000,0.880000,0.910000,0.145000,0.072622,3.211136,3.146547
19,A,0,0.5,0.765000,0.785000,0.775000,0.010000,0.131033,0.000000,2.775906
19,C1,avg30,0.5,0.765000,,0.562000,-0.203000,,,
19,C2,0,0.5,0.765000,0.625000,0.545000,-0.220000,0.144902,2.841140,3.452813
19,Baseline,0,0.6,0.690000,0.800000,0.855000,0.165000,0.052553,3.189729,3.320096
19,A,0,0.6,0.690000,0.750000,0.705000,0.015000,0.045033,0.000000,3.328219
19,C1,avg30,0.6,0.690000,,0.535667,-0.154333,,,
19,C2,0,0.6,0.690000,0.585000,0.485000,-0.205000,0.207514,2.848817,3.888853
19,Baseline,0,0.7,0.650000,0.685000,0.770000,0.120000,0.054071,3.207007,3.565527
19,A,0,0.7,0.650000,0.635000,0.645000,-0.005000,0.045512,0.000000,3.861298
19,C1,avg30,0.7,0.650000,,0.511000,-0.139000,,,
19,C2,0,0.7,0.650000,0.520000,0.480000,-0.170000,0.217602,2.869373,4.335215
19,Baseline,0,0.8,0.600000,0.630000,0.740000,0.140000,0.075285,3.239873,3.860314
19,A,0,0.8,0.600000,0.535000,0.600000,0.000000,0.122658,0.000000,4.380031
19,C1,avg30,0.8,0.600000,,0.487333,-0.112667,,,
19,C2,0,0.8,0.600000,0.515000,0.480000,-0.120000,0.232643,2.900143,4.796438
19,Baseline,0,0.9,0.540000,0.590000,0.690000,0.150000,0.117873,3.281303,4.177773
19,A,0,0.9,0.540000,0.505000,0.555000,0.015000,0.148978,0.000000,4.873734
19,C1,avg30,0.9,0.540000,,0.466500,-0.073500,,,
19,C2,0,0.9,0.540000,0.475000,0.465000,-0.075000,0.255205,2.938820,5.237944
19,Baseline,0,1.0,0.485000,0.570000,0.640000,0.155000,0.158509,3.326368,4.499318
19,A,0,1.0,0.485000,0.445000,0.515000,0.030000,0.202734,0.000000,5.355431
19,C1,avg30,1.0,0.485000,,0.444833,-0.040167,,,
19,C2,0,1.0,0.485000,0.440000,0.425000,-0.060000,0.292293,2.983241,5.669585
